Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233172,Device: id=1,TX,0.81283387020762,9870.2294001213,10000.282819354,1447848,2197740208
1599233173,Device: id=1,TX,0.81284154814677,9870.4353329824,10000.489980686,2270680,3446709036
1599233174,Device: id=1,TX,0.8128424029002,9870.4406611179,10000.495445582,3087139,4686003714
1599233175,Device: id=1,TX,0.81284438529631,9870.4400358803,10000.495137528,3903029,5924431614
1599233176,Device: id=1,TX,0.8128427789265,9870.4310670138,10000.485911642,4717178,7160218194
1599233177,Device: id=1,TX,0.81284299476089,9870.4355273199,10000.490406482,5533379,8399119710
1599233178,Device: id=1,TX,0.81284316902039,9870.4373777133,10000.492284757,6349283,9637570380
1599233179,Device: id=1,TX,0.81284268973956,9870.4440932695,10000.498923628,7165684,10876777014
1599233180,Device: id=1,TX,0.81284311307503,9870.4242022033,10000.479100295,7981151,12114562800
1599233181,Device: id=1,TX,0.81284281718554,9870.4322076602,10000.48705841,8796053,13351492434
1599233182,Device: id=1,TX,0.81284356145608,9870.442042869,10000.497012702,9611845,14589773088
1599233183,Device: id=1,TX,0.81284256090159,9870.4301444537,10000.484954198,10427918,15828480300
1599233184,Device: id=1,TX,0.81285888782546,9870.7251461654,10000.782568217,11243956,17067146526
1599233185,Device: id=1,TX,0.81282628964035,9870.1475455597,10000.199751902,12059683,18305317884
1599233186,Device: id=1,TX,0.81284327118234,9870.4269561951,10000.481879584,12876067,19544495676
1599233187,Device: id=1,TX,0.81284249477475,9870.4405981551,10000.495397319,13691187,20781757752
1599233188,Device: id=1,TX,0.81284393192395,9870.4346433205,10000.489672428,14507201,22020373884
1599233189,Device: id=1,TX,0.81284302790068,9870.4347789531,10000.489663417,15322117,23257324770
1599233190,Device: id=1,TX,0.81284233380198,9870.4271469757,10000.481920384,16137922,24495625158
1599233191,Device: id=1,TX,0.81284388252004,9870.4461885293,10000.501209732,16953990,25734324780
1599233192,Device: id=1,TX,0.8128425663379,9870.4299089221,10000.484719536,17769726,26972520426
1599233193,Device: id=1,TX,0.81284290078945,9870.4332533676,10000.488117494,18584662,28209501672
1599233194,Device: id=1,TX,0.81284329712858,9870.4383019679,10000.493229509,19399861,29446882152
1599233195,Device: id=1,TX,0.81284309056433,9870.436730011,10000.491624501,20216106,30685850460
1599233196,Device: id=1,TX,0.81284321342445,9870.4380698942,10000.492984042,21032181,31924560708
1599233197,Device: id=1,TX,0.8128425083031,9870.4423748876,10000.497176216,21849134,33164605278
1599233197,Device: id=1,TX,0.81284294870105,9870.4357734155,10000.490645208,21892565,33230526202
