Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233137,Device: id=0,RX,0,0,0,0,0
1599233138,Device: id=0,RX,0,0,0,0,0
1599233139,Device: id=0,RX,0,0,0,0,0
1599233140,Device: id=0,RX,0,0,0,0,0
1599233141,Device: id=0,RX,0,0,0,0,0
1599233142,Device: id=0,RX,0,0,0,0,0
1599233143,Device: id=0,RX,0,0,0,0,0
1599233144,Device: id=0,RX,0,0,0,0,0
1599233145,Device: id=0,RX,0,0,0,0,0
1599233146,Device: id=0,RX,0,0,0,0,0
1599233147,Device: id=0,RX,0,0,0,0,0
1599233148,Device: id=0,RX,0,0,0,0,0
1599233149,Device: id=0,RX,0,0,0,0,0
1599233150,Device: id=0,RX,0,0,0,0,0
1599233151,Device: id=0,RX,0,0,0,0,0
1599233152,Device: id=0,RX,0,0,0,0,0
1599233153,Device: id=0,RX,0,0,0,0,0
1599233154,Device: id=0,RX,0,0,0,0,0
1599233155,Device: id=0,RX,0,0,0,0,0
1599233156,Device: id=0,RX,0,0,0,0,0
1599233157,Device: id=0,RX,0,0,0,0,0
1599233158,Device: id=0,RX,0,0,0,0,0
1599233158,Device: id=0,RX,0,0,0,0,0
