Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599232860,Device: id=0,RX,4.5316535145523,9275.4532093491,10000.517771677,9200423,2354620544
1599232861,Device: id=0,RX,4.5316971291115,9275.4169107008,10000.488451359,13732600,3514170432
1599232862,Device: id=0,RX,4.5317144744577,9275.4346415369,10000.50895745,18264477,4673641344
1599232863,Device: id=0,RX,4.5317161154898,9275.4241218591,10000.498700337,22797148,5833313664
1599232864,Device: id=0,RX,4.5317335254964,9275.4300082816,10000.507372361,27328937,6992756608
1599232865,Device: id=0,RX,4.5317313001436,9275.4250467003,10000.502054723,31861229,8152328192
1599232866,Device: id=0,RX,4.531766660042,9275.4163600721,10000.499025679,36394204,9312064384
1599232867,Device: id=0,RX,4.5317774985268,9275.4150849562,10000.499484721,40926839,10471710656
1599232868,Device: id=0,RX,4.5317665965208,9275.4226188194,10000.505274263,45458777,11631182336
1599232869,Device: id=0,RX,4.5316045718804,9275.0865243075,10000.143255808,49990826,12790681856
1599232870,Device: id=0,RX,4.5316672404918,9275.4358118815,10000.50257036,54523610,13950397056
1599232871,Device: id=0,RX,4.5316024711195,9275.269329178,10000.325724557,59055861,15109971648
1599232872,Device: id=0,RX,4.5316896398601,9275.4300874126,10000.50042979,63588751,16269707520
1599232873,Device: id=0,RX,4.5316912268319,9275.4390596686,10000.509655962,68121294,17429355328
1599232874,Device: id=0,RX,4.5317008229807,9275.4292812196,10000.501412897,72653638,18588948544
1599232875,Device: id=0,RX,4.531701286168,9275.4292696675,10000.501475454,77186035,19748555200
1599232876,Device: id=0,RX,4.5317186390945,9275.4277739277,10000.502756183,81718305,20908124736
1599232877,Device: id=0,RX,4.5317409181772,9275.4194105885,10000.497957497,86250820,22067750208
1599232878,Device: id=0,RX,4.5317489053362,9275.4284532309,10000.508278085,90782808,23227239936
1599232879,Device: id=0,RX,4.5315589804791,9275.1723903679,10000.221827245,95314432,24386653120
1599232880,Device: id=0,RX,4.5317014738004,9275.3869570725,10000.459192881,99602466,25483743360
