Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233487,Device: id=0,RX,0,0,0,0,0
1599233488,Device: id=0,RX,0,0,0,0,0
1599233489,Device: id=0,RX,0,0,0,0,0
1599233490,Device: id=0,RX,0,0,0,0,0
1599233491,Device: id=0,RX,0,0,0,0,0
1599233492,Device: id=0,RX,0,0,0,0,0
1599233493,Device: id=0,RX,0,0,0,0,0
1599233494,Device: id=0,RX,0,0,0,0,0
1599233495,Device: id=0,RX,0,0,0,0,0
1599233496,Device: id=0,RX,0,0,0,0,0
1599233497,Device: id=0,RX,0,0,0,0,0
1599233498,Device: id=0,RX,0,0,0,0,0
1599233499,Device: id=0,RX,0,0,0,0,0
1599233500,Device: id=0,RX,0,0,0,0,0
1599233501,Device: id=0,RX,0,0,0,0,0
1599233502,Device: id=0,RX,0,0,0,0,0
1599233503,Device: id=0,RX,0,0,0,0,0
1599233504,Device: id=0,RX,0,0,0,0,0
1599233505,Device: id=0,RX,0,0,0,0,0
1599233506,Device: id=0,RX,0,0,0,0,0
1599233507,Device: id=0,RX,0,0,0,0,0
1599233508,Device: id=0,RX,0,0,0,0,0
1599233509,Device: id=0,RX,0,0,0,0,0
1599233510,Device: id=0,RX,0,0,0,0,0
1599233511,Device: id=0,RX,0,0,0,0,0
1599233512,Device: id=0,RX,0,0,0,0,0
1599233513,Device: id=0,RX,0,0,0,0,0
