Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233253,Device: id=1,TX,0.81393352026061,9870.2551253581,10000.4844886,1876277,2846419032
1599233254,Device: id=1,TX,0.81391467077661,9870.2653242582,10000.491671582,2690722,4081006104
1599233255,Device: id=1,TX,0.81394344766376,9870.2582644276,10000.489216054,3504751,5314918068
1599233256,Device: id=1,TX,0.81395113457941,9870.2649407856,10000.497122318,4319149,6549378542
1599233257,Device: id=1,TX,0.81395190526195,9870.2599783356,10000.492283178,5133395,7783606826
1599233258,Device: id=1,TX,0.81394982892989,9870.2525978463,10000.484570475,5947991,9018367864
1599233259,Device: id=1,TX,0.81395057932263,9870.2562327388,10000.48832543,6762277,10252658322
1599233260,Device: id=1,TX,0.81395891026543,9870.2620191479,10000.49544479,7576438,11486747398
1599233261,Device: id=1,TX,0.81395950595837,9870.2627291345,10000.496250088,8390887,12721272204
1599233262,Device: id=1,TX,0.81395557478099,9870.2529871577,10000.485879123,9204852,13955068114
1599233263,Device: id=1,TX,0.81397008495146,9870.3798315647,10000.615045157,10019326,15189629416
1599233264,Device: id=1,TX,0.81395376326902,9870.1431356606,10000.375737784,10833581,16423853914
1599233265,Device: id=1,TX,0.81396275889432,9870.2509883466,10000.48502977,11647767,17657973670
1599233266,Device: id=1,TX,0.81396030353989,9870.2628723865,10000.496520953,12462334,18892676146
1599233267,Device: id=1,TX,0.81396870320319,9870.2629566991,10000.497949212,13276410,20126621652
1599233268,Device: id=1,TX,0.81396791365816,9870.2576418473,10000.492508033,14090724,21360928442
1599233269,Device: id=1,TX,0.81396624667392,9870.2488045848,10000.483404053,14905024,22595215434
1599233270,Device: id=1,TX,0.813966816226,9870.2606077111,10000.495298307,15719598,23829918358
1599233271,Device: id=1,TX,0.81397068508785,9870.2541789628,10000.489488577,16533790,25064035590
1599233272,Device: id=1,TX,0.81397204761787,9870.262608175,10000.498135794,17348179,26298450414
1599233273,Device: id=1,TX,0.81396912874706,9870.2577762171,10000.492836817,18162327,27532503762
1599233274,Device: id=1,TX,0.81397325565418,9870.2587579515,10000.494478856,18976305,28766293298
1599233275,Device: id=1,TX,0.81398266728976,9870.251574105,10000.488800871,19790706,30000708826
1599233276,Device: id=1,TX,0.81397839012558,9870.2532971883,10000.489839608,20604827,31234706648
1599233277,Device: id=1,TX,0.8139791336201,9870.2588643599,10000.495525739,21419401,32469390670
1599233277,Device: id=1,TX,0.81396156067072,9870.2582903997,10000.492140107,21556804,32677657204
