Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233013,Device: id=0,RX,0,0,0,0,0
1599233014,Device: id=0,RX,0,0,0,0,0
1599233015,Device: id=0,RX,0,0,0,0,0
1599233016,Device: id=0,RX,0,0,0,0,0
1599233017,Device: id=0,RX,0,0,0,0,0
1599233018,Device: id=0,RX,0,0,0,0,0
1599233019,Device: id=0,RX,0,0,0,0,0
1599233020,Device: id=0,RX,0,0,0,0,0
1599233021,Device: id=0,RX,0,0,0,0,0
1599233022,Device: id=0,RX,0,0,0,0,0
1599233023,Device: id=0,RX,0,0,0,0,0
1599233024,Device: id=0,RX,0,0,0,0,0
1599233025,Device: id=0,RX,0,0,0,0,0
1599233026,Device: id=0,RX,0,0,0,0,0
1599233027,Device: id=0,RX,0,0,0,0,0
1599233028,Device: id=0,RX,0,0,0,0,0
1599233029,Device: id=0,RX,0,0,0,0,0
1599233030,Device: id=0,RX,0,0,0,0,0
1599233031,Device: id=0,RX,0,0,0,0,0
1599233032,Device: id=0,RX,0,0,0,0,0
1599233033,Device: id=0,RX,0,0,0,0,0
1599233034,Device: id=0,RX,0,0,0,0,0
1599233035,Device: id=0,RX,0,0,0,0,0
1599233036,Device: id=0,RX,0,0,0,0,0
1599233037,Device: id=0,RX,0,0,0,0,0
1599233038,Device: id=0,RX,0,0,0,0,0
1599233039,Device: id=0,RX,0,0,0,0,0
