Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599232894,Device: id=1,TX,4.5292509945518,9275.8053649284,10000.485524057,8093455,2071913984
1599232895,Device: id=1,TX,4.5292509481057,9275.8155826784,10000.495734375,12661651,3241360768
1599232896,Device: id=1,TX,4.5292511921748,9275.8159523077,10000.496143056,17197646,4402564160
1599232897,Device: id=1,TX,4.5292518763444,9275.8072415839,10000.487541799,21738731,5565069312
1599232898,Device: id=1,TX,4.5292538655862,9275.8131736267,10000.49379212,26271329,6725402048
1599232899,Device: id=1,TX,4.5292498673624,9275.8071695212,10000.487148299,30810390,7887389568
1599232900,Device: id=1,TX,4.5292513214541,9275.8080594305,10000.488270863,35347405,9048853056
1599232901,Device: id=1,TX,4.5292503215354,9275.810089124,10000.49014057,39883869,10210176000
1599232902,Device: id=1,TX,4.5292525365816,9275.810556812,10000.490962665,44421290,11371743424
1599232903,Device: id=1,TX,4.5292490006783,9275.8052599814,10000.48510009,48954033,12532113536
1599232904,Device: id=1,TX,4.5293247625324,9276.0320472789,10000.724009284,53487263,13692617280
1599232905,Device: id=1,TX,4.5291669416251,9275.551302778,10000.218013438,58021151,14853269760
1599232906,Device: id=1,TX,4.5292519211981,9275.8112863893,10000.491593781,62556016,16014183104
1599232907,Device: id=1,TX,4.5292510019664,9275.8093981743,10000.489558489,67090616,17175028608
1599232908,Device: id=1,TX,4.5292509088892,9275.8091871092,10000.489332531,71624257,18335628608
1599232909,Device: id=1,TX,4.5292509225766,9275.8113251508,10000.491472763,76160966,19497014272
1599232910,Device: id=1,TX,4.5292513664937,9275.8079472427,10000.488165882,80758976,20674092288
1599232911,Device: id=1,TX,4.5292502974409,9275.8100849109,10000.490132501,85297606,21835969728
1599232912,Device: id=1,TX,4.5292522537505,9275.8099073791,10000.490267979,89831800,22996711040
1599232913,Device: id=1,TX,4.529250684981,9275.8087883261,10000.488897923,94368246,24158029120
1599232914,Device: id=1,TX,4.5292509565674,9275.8113178898,10000.491470941,98901270,25318471424
1599232915,Device: id=1,TX,4.5292519086866,9275.8091564398,10000.48946183,103433432,26478692544
1599232916,Device: id=1,TX,4.5292512227745,9275.8097967484,10000.489992392,107965517,27638894208
1599232917,Device: id=1,TX,4.5292505131511,9275.8104228504,10000.490504955,112499167,28799496768
1599232918,Device: id=1,TX,4.5292513999604,9275.8102117016,10000.490435695,117033694,29960323584
1599232919,Device: id=1,TX,4.5292513299188,9275.8080132149,10000.488226002,121567788,31121039296
1599232919,Device: id=1,TX,4.5292507728934,9275.808531146,10000.488654809,122974696,31481203648
