Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233172,Device: id=0,RX,0,0,0,0,0
1599233173,Device: id=0,RX,0,0,0,0,0
1599233174,Device: id=0,RX,0,0,0,0,0
1599233175,Device: id=0,RX,0,0,0,0,0
1599233176,Device: id=0,RX,0,0,0,0,0
1599233177,Device: id=0,RX,0,0,0,0,0
1599233178,Device: id=0,RX,0,0,0,0,0
1599233179,Device: id=0,RX,0,0,0,0,0
1599233180,Device: id=0,RX,0,0,0,0,0
1599233181,Device: id=0,RX,0,0,0,0,0
1599233182,Device: id=0,RX,0,0,0,0,0
1599233183,Device: id=0,RX,0,0,0,0,0
1599233184,Device: id=0,RX,0,0,0,0,0
1599233185,Device: id=0,RX,0,0,0,0,0
1599233186,Device: id=0,RX,0,0,0,0,0
1599233187,Device: id=0,RX,0,0,0,0,0
1599233188,Device: id=0,RX,0,0,0,0,0
1599233189,Device: id=0,RX,0,0,0,0,0
1599233190,Device: id=0,RX,0,0,0,0,0
1599233191,Device: id=0,RX,0,0,0,0,0
1599233192,Device: id=0,RX,0,0,0,0,0
1599233193,Device: id=0,RX,0,0,0,0,0
1599233194,Device: id=0,RX,0,0,0,0,0
1599233195,Device: id=0,RX,0,0,0,0,0
1599233196,Device: id=0,RX,0,0,0,0,0
1599233197,Device: id=0,RX,0,0,0,0,0
1599233197,Device: id=0,RX,0,0,0,0,0
