Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233410,Device: id=0,RX,0.81333873463723,9863.8463818274,9993.9805793693,1588767,2410044282
1599233411,Device: id=0,RX,0.81389524435398,9870.2686102546,10000.491849351,2402900,3644188272
1599233412,Device: id=0,RX,0.81389695490724,9870.2782226539,10000.501735439,3217093,4878421824
1599233413,Device: id=0,RX,0.81390194709599,9870.290323973,10000.514635508,4031111,6112384038
1599233414,Device: id=0,RX,0.81390308691361,9870.2833481878,10000.507842094,4845305,7346610448
1599233415,Device: id=0,RX,0.81390315367215,9870.2750781118,10000.499582699,5659680,8581110098
1599233416,Device: id=0,RX,0.81390021968968,9870.2930909187,10000.517126069,6473725,9815116206
1599233417,Device: id=0,RX,0.81390858797219,9870.2867761281,10000.512150204,7288301,11049913768
1599233418,Device: id=0,RX,0.81390898688735,9870.2787007756,10000.504138678,8102801,12284594508
1599233419,Device: id=0,RX,0.81390802235822,9870.2774056711,10000.502689248,8917229,13519167406
1599233420,Device: id=0,RX,0.81390749914156,9870.2835668695,10000.508766732,9731709,14753820694
1599233421,Device: id=0,RX,0.81391544682128,9870.2876057354,10000.514077227,10546227,15988520034
1599233422,Device: id=0,RX,0.81391621226746,9870.285896822,10000.512490785,11360782,17223274086
1599233423,Device: id=0,RX,0.81391442022757,9870.2841530439,10000.51046028,12175146,18457741108
1599233424,Device: id=0,RX,0.81391563601957,9870.2824719063,10000.508973669,12989229,19691780118
1599233425,Device: id=0,RX,0.81392037144662,9870.2782372638,10000.505496695,13803785,20926528418
1599233426,Device: id=0,RX,0.81392020955594,9870.2806442032,10000.507877732,14617918,22160636058
1599233427,Device: id=0,RX,0.81391881529148,9870.2830398855,10000.510050332,15432499,23395425216
1599233428,Device: id=0,RX,0.81392069877555,9870.2763728236,10000.503684628,16246715,24629657396
1599233429,Device: id=0,RX,0.81392487767982,9870.2774375023,10000.505417931,17060751,25863610520
1599233430,Device: id=0,RX,0.81392537249722,9870.2814925291,10000.509552129,17875349,27098415306
1599233431,Device: id=0,RX,0.8139225474494,9870.2857890287,10000.513396621,18689485,28332524592
1599233432,Device: id=0,RX,0.8139295843677,9870.277676848,10000.506410347,19503597,29566585814
1599233433,Device: id=0,RX,0.81393135670038,9870.2817821126,10000.510799185,20318048,30801158730
1599233433,Device: id=0,RX,0.81391344574313,9870.2816401412,10000.50779146,20434408,30977543058
