Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233448,Device: id=1,TX,0.8128499656186,9870.5927577181,10000.648752217,1459512,2215458304
1599233449,Device: id=1,TX,0.81283489747341,9870.2683460349,10000.321929631,2280024,3460894746
1599233450,Device: id=1,TX,0.81284426854344,9870.4366755017,10000.491758469,3093784,4696089306
1599233451,Device: id=1,TX,0.81284317481457,9870.447176889,10000.502084859,3907004,5930467182
1599233452,Device: id=1,TX,0.81284343132353,9870.4389307187,10000.49387973,4721088,7166155092
1599233453,Device: id=1,TX,0.81284377861312,9870.4306045982,10000.485609176,5534715,8401147758
1599233454,Device: id=1,TX,0.81284340794901,9870.4385992401,10000.493544512,6348746,9636755214
1599233455,Device: id=1,TX,0.81284417047353,9870.4474098158,10000.502477092,7162278,10871605188
1599233456,Device: id=1,TX,0.81284309199027,9870.4343145867,10000.489209305,7975811,12106456680
1599233457,Device: id=1,TX,0.81284399740518,9870.4453460287,10000.500385613,8789385,13341370410
1599233458,Device: id=1,TX,0.81284317884878,9870.4357929815,10000.490701597,9603389,14576936880
1599233459,Device: id=1,TX,0.81284314953328,9870.4477174789,10000.502621404,10417567,15812769000
1599233460,Device: id=1,TX,0.81284384291022,9870.4326054292,10000.487620295,11232530,17049789714
1599233461,Device: id=1,TX,0.81284389977039,9870.4440488316,10000.499072795,12045980,18284515212
1599233462,Device: id=1,TX,0.81284355550791,9870.4400205208,10000.494989402,12859599,19519497252
1599233463,Device: id=1,TX,0.81284268483737,9870.4414740892,10000.496303663,13673098,20754298650
1599233464,Device: id=1,TX,0.81284355956641,9870.4401201904,10000.495089721,14486773,21989365698
1599233465,Device: id=1,TX,0.81284412405527,9870.43483226,10000.489892109,15300436,23224413012
1599233466,Device: id=1,TX,0.81284295716515,9870.4447995847,10000.499672731,16113956,24459246288
1599233467,Device: id=1,TX,0.81284394426915,9870.4326737964,10000.487704879,16927646,25694334588
1599233468,Device: id=1,TX,0.81284346568721,9870.4391583042,10000.494112814,17741519,26929702200
1599233469,Device: id=1,TX,0.81284478435973,9870.4553634688,10000.510528966,18555606,28165394664
1599233470,Device: id=1,TX,0.81284238886815,9870.4380774414,10000.49285966,19369328,29400534576
1599233471,Device: id=1,TX,0.81284388844772,9870.4436591957,10000.498681347,20182498,30634835034
1599233472,Device: id=1,TX,0.81284354630224,9870.4279994395,10000.482966848,20996361,31870185948
1599233473,Device: id=1,TX,0.81284384228537,9870.4435271825,10000.498541948,21810007,33105208974
1599233474,Device: id=1,TX,0.81284324124002,9870.4331709443,10000.488089543,22085805,33523838350
