Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599232538,Device: id=0,RX,14.876199294109,7616.6175392157,9996.8094262731,30206840,1933239104
1599232539,Device: id=0,RX,14.877466786656,7617.2650426317,9997.6597284966,45085295,2885460480
1599232540,Device: id=0,RX,14.875386105902,7616.1976862219,9996.2594631663,59963118,3837641152
1599232541,Device: id=0,RX,14.876685247768,7616.863358753,9997.1329983958,74842833,4789942976
1599232542,Device: id=0,RX,14.875264402261,7616.1343500165,9996.1766543782,89718955,5742014656
1599232543,Device: id=0,RX,14.87628230093,7616.6555142366,9996.8606823853,104597572,6694246016
1599232544,Device: id=0,RX,14.875346593282,7616.1795036025,9996.2349585276,119474065,7646341824
1599232545,Device: id=0,RX,14.877133512413,7617.0918463662,9997.4332083522,134351512,8598498368
1599232546,Device: id=0,RX,14.876166491906,7616.5967318796,9996.7833705846,149228367,9550617024
1599232547,Device: id=0,RX,14.877543949669,7617.3025022303,9997.7095341773,164108752,10502961664
1599232548,Device: id=0,RX,14.87534479398,7616.1765345178,9996.2317015546,178985025,11455043136
1599232549,Device: id=0,RX,14.876977457726,7617.0119464285,9997.3283396646,193864118,12407305024
1599232550,Device: id=0,RX,14.876015275437,7616.5193090441,9996.681753114,208740723,13359407680
1599232551,Device: id=0,RX,14.877122156964,7617.0870562745,9997.4266013888,223620499,14311713408
1599232552,Device: id=0,RX,14.875241802121,7616.1212431363,9996.1599314758,238498357,15263896000
1599232553,Device: id=0,RX,14.876883926101,7616.9681535842,9997.2695817603,253377647,16216171008
1599232554,Device: id=0,RX,14.876362950015,7616.6962947076,9996.91436671,268256915,17168443968
1599232555,Device: id=0,RX,14.878448646225,7617.7677545893,9998.3195379854,283137384,18120794240
1599232556,Device: id=0,RX,14.876830531657,7616.9336488319,9997.226533897,298016803,19073076608
1599232557,Device: id=0,RX,14.878198643533,7617.6397534402,9998.1515364054,312895355,20025304192
1599232558,Device: id=0,RX,14.877755971563,7617.4110574405,9997.8520128907,327773566,20977509696
1599232559,Device: id=0,RX,14.878352660627,7617.7175860229,9998.2540117232,342655088,21929927232
1599232560,Device: id=0,RX,14.877203057357,7617.1284773468,9997.4809665239,357532867,22882105152
1599232561,Device: id=0,RX,14.876828695712,7616.9337324817,9997.2263237957,372411305,23834324864
1599232562,Device: id=0,RX,14.876165968478,7616.5974878382,9996.7840427946,387288128,24786441600
1599232563,Device: id=0,RX,14.877450167402,7617.2534618604,9997.6454886447,402167766,25738738304
1599232564,Device: id=0,RX,14.876738323827,7616.8900013393,9997.1681331517,406104318,25990676352
