117275,6
117281,2
117287,16
117288,24
117294,2
117299,1
117300,39
117306,2
117307,1
117312,17
117313,16
117319,2
117324,3
117325,39
117331,5
117337,16
117338,23
117344,1
117349,2
117350,35
117356,2
117361,2
117362,21
117363,16
117368,3
117375,46
117387,24
117388,17
117393,1
117394,4
117400,24
117406,1
117412,22
117413,22
117418,4
117419,3
117425,31
117431,2
117432,1
117437,28
117438,17
117443,2
117444,2
117450,33
117456,1
117462,23
117463,17
117475,41
117481,2
117487,19
117488,23
117494,2
117499,1
117500,38
117506,2
117512,16
117513,15
117518,1
117519,3
117524,1
117525,40
117531,4
117532,1
117537,25
117538,16
117544,2
117549,2
117550,34
117555,1
117556,2
117561,1
117562,12
117563,21
117568,3
117569,4
117575,29
117581,5
117582,1
117586,2
117587,13
117588,23
117594,2
117599,1
117600,37
117605,1
117606,2
117611,1
117612,19
117613,16
117618,3
117619,4
117624,3
117625,58
117631,6
117632,1
117637,36
117638,33
117643,7
117644,2
117649,3
117650,68
117656,7
117657,1
117661,1
117662,34
117663,44
117668,4
117669,4
117675,81
117681,2
117682,1
117686,1
117687,27
117688,41
117693,4
117694,5
117699,1
117700,66
117706,6
117711,1
117712,46
117713,31
117718,5
117719,4
117724,2
117725,82
117731,5
117732,1
117736,1
117737,34
117738,36
117743,3
117744,6
117749,3
117750,72
117755,1
117756,5
117762,32
117763,41
117768,6
117769,2
117774,1
117775,83
117780,1
117781,4
117782,2
117786,1
117787,36
117788,31
117793,4
117794,3
117800,76
117806,7
117807,1
117812,32
117813,34
117818,5
117819,3
117824,1
117825,83
117831,5
117837,34
117838,36
117843,3
117844,1
117849,1
117850,79
117856,5
117857,1
117861,1
117862,40
117863,38
117868,1
117869,5
117874,2
117875,71
117881,8
117882,1
117886,1
117887,43
117888,22
117893,4
117894,1
117899,3
117900,79
117906,4
117907,2
117911,1
117912,37
117913,31
117918,2
117919,2
117924,3
117925,79
117931,9
117932,1
117936,2
117937,34
117938,35
117943,4
117944,8
117949,3
117950,75
117956,5
117957,1
117961,1
117962,34
117963,31
117968,2
117969,4
117974,2
117975,68
117980,1
117981,10
117982,2
117986,1
117987,40
117988,32
117993,5
117994,5
117999,6
118000,83
118006,9
118007,1
118011,4
118012,64
118013,46
118018,7
118019,12
118024,1
118025,101
118030,1
118031,7
118032,2
118036,1
118037,55
118038,63
118043,6
118044,9
118049,2
118050,91
118056,6
118057,1
118062,58
118063,58
118068,5
118069,4
118074,1
118075,104
118076,1
118080,2
118081,20
118087,57
118088,46
118093,4
118094,5
118099,5
118100,109
118106,11
118107,2
118111,1
118112,53
118113,56
118118,8
118119,3
118124,5
118125,109
118131,11
118132,1
118137,53
118138,55
118143,2
118144,5
118149,3
118150,110
118156,8
118157,2
118161,2
118162,49
118163,62
118168,2
118169,3
118174,1
118175,113
118180,1
118181,3
118182,3
118186,1
118187,53
118188,54
118193,3
118194,9
118199,1
118200,104
118206,10
118207,2
118211,1
118212,59
118213,52
118218,2
118219,10
118224,2
118225,113
118226,1
118230,1
118231,7
118232,3
118236,2
118237,50
118238,55
118243,3
118244,3
118249,1
118250,116
118255,2
118256,9
118261,1
118262,54
118263,49
118268,5
118269,6
118274,2
118275,109
118280,1
118281,9
118282,5
118286,1
118287,45
118288,56
118293,3
118294,6
118299,4
118300,108
118306,9
118307,2
118312,59
118313,46
118318,7
118319,4
118324,4
118325,116
118330,1
118331,9
118332,4
118336,1
118337,47
118338,48
118343,7
118344,9
118349,4
118350,106
118356,9
118357,4
118361,2
118362,49
118363,53
118368,4
118369,5
118374,2
118375,145
118381,11
118382,3
118386,1
118387,73
118388,67
118389,1
118393,5
118394,9
118399,2
118400,148
118406,9
118407,2
118411,1
118412,83
118413,83
118418,6
118419,4
118424,3
118425,146
118430,1
118431,8
118432,3
118436,3
118437,63
118438,78
118443,7
118444,9
118449,5
118450,141
118455,1
118456,12
118457,2
118461,3
118462,75
118463,79
118468,8
118469,7
118474,3
118475,151
118481,16
118482,2
118486,1
118487,115
118488,88
118493,9
118494,9
118499,3
118500,214
118506,14
118507,4
118511,5
118512,133
118513,97
118518,12
118519,13
118524,6
118525,213
118530,1
118531,12
118532,4
118536,2
118537,106
118538,120
118543,5
118544,10
118549,3
118550,227
118556,15
118557,1
118561,3
118562,129
118563,131
118568,10
118569,17
118574,3
118575,237
118581,25
118582,5
118586,4
118587,132
118588,125
118593,16
118594,17
118599,5
118600,237
118605,1
118606,23
118607,5
118611,5
118612,125
118613,143
118618,9
118619,9
118624,6
118625,234
118631,20
118632,2
118637,139
118638,144
118643,14
118644,11
118649,5
118650,237
118655,2
118656,27
118657,7
118661,7
118662,123
118663,124
118668,10
118669,16
118674,4
118675,254
118680,2
118681,26
118682,5
118686,6
118687,127
118688,132
118693,11
118694,12
118699,5
118700,245
118706,26
118707,2
118711,2
118712,131
118713,129
118718,12
118719,12
118724,6
118725,261
118730,1
118731,21
118732,5
118736,2
118737,121
118738,127
118743,8
118744,14
118749,9
118750,254
118755,1
118756,16
118757,4
118761,5
118762,164
118763,111
118768,12
118769,13
118774,4
118775,241
118781,16
118782,3
118786,2
118787,133
118788,122
118793,12
118794,18
118799,9
118800,250
118805,1
118806,22
118807,1
118811,2
118812,142
118813,117
118818,7
118819,21
118824,3
118825,240
118826,2
118831,25
118832,6
118836,4
118837,131
118838,141
118843,10
118844,10
118849,6
118850,259
118855,1
118856,12
118857,5
118861,2
118862,111
118863,129
118868,10
118869,21
118874,10
118875,251
118880,1
118881,29
118882,6
118886,1
118887,120
118888,120
118893,10
118894,16
118899,2
118900,244
118905,1
118906,21
118907,2
118911,4
118912,124
118913,133
118918,7
118919,11
118924,7
118925,243
118930,2
118931,27
118932,8
118936,5
118937,120
118938,134
118943,10
118944,7
118949,4
118950,253
118955,1
118956,21
118957,3
118961,4
118962,134
118963,118
118968,8
118969,26
118974,14
118975,286
118980,1
118981,26
118982,5
118986,4
118987,136
118988,135
118993,14
118994,18
118999,6
119000,273
119005,1
119006,21
119007,4
119011,6
119012,161
119013,147
119018,16
119019,21
119024,15
119025,253
119031,23
119032,5
119036,8
119037,159
119038,133
119043,10
119044,23
119049,10
119050,329
119056,29
119057,1
119061,5
119062,150
119063,155
119068,18
119069,28
119074,4
119075,314
119081,21
119082,5
119086,8
119087,177
119088,156
119093,15
119094,14
119099,12
119100,320
119105,2
119106,28
119107,3
119111,3
119112,161
119113,178
119118,10
119119,17
119124,10
119125,308
119130,1
119131,22
119132,1
119136,2
119137,159
119138,177
119143,10
119144,24
119149,4
119150,326
119155,1
119156,21
119157,5
119161,4
119162,180
119163,147
119168,13
119169,17
119174,12
119175,319
119180,3
119181,37
119182,4
119186,1
119187,162
119188,156
119193,15
119194,30
119199,6
119200,306
119205,2
119206,22
119207,12
119211,9
119212,155
119213,168
119218,14
119219,13
119224,8
119225,329
119230,1
119231,27
119232,5
119236,1
119237,163
119238,170
119243,10
119244,15
119249,5
119250,334
119255,1
119256,29
119257,8
119261,9
119262,145
119263,152
119268,12
119269,33
119274,9
119275,317
119276,1
119280,1
119281,32
119282,5
119286,5
119287,150
119288,160
119293,15
119294,28
119299,8
119300,310
119305,1
119306,32
119307,3
119311,5
119312,180
119313,157
119318,21
119319,21
119324,4
119325,321
119330,1
119331,33
119332,3
119336,4
119337,157
119338,160
119343,11
119344,21
119349,9
119350,314
119355,1
119356,22
119357,3
119361,6
119362,145
119363,161
119368,15
119369,26
119374,6
119375,335
119380,4
119381,33
119382,5
119386,4
119387,147
119388,170
119393,15
119394,16
119399,11
119400,306
119405,1
119406,28
119407,8
119411,7
119412,151
119413,163
119418,17
119419,16
119424,6
119425,332
119430,1
119431,20
119432,4
119436,3
119437,172
119438,162
119443,8
119444,19
119449,11
119450,314
119455,2
119456,28
119457,4
119461,2
119462,162
119463,159
119468,15
119469,27
119474,11
119475,325
119480,3
119481,23
119482,3
119486,7
119487,166
119488,185
119493,12
119494,14
119499,20
119500,384
119505,1
119506,29
119507,9
119511,4
119512,202
119513,194
119518,20
119519,29
119524,7
119525,371
119530,2
119531,40
119532,4
119536,4
119537,209
119538,202
119543,19
119544,21
119549,15
119550,379
119551,1
119555,3
119556,36
119557,5
119561,4
119562,227
119563,215
119568,20
119569,29
119574,13
119575,439
119576,1
119580,1
119581,27
119582,6
119586,3
119587,227
119588,228
119593,27
119594,23
119599,10
119600,451
119605,2
119606,37
119607,7
119611,7
119612,269
119613,229
119618,19
119619,19
119624,22
119625,474
119630,2
119631,41
119632,11
119636,4
119637,276
119638,228
