Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599233448,Device: id=0,RX,0,0,0,0,0
1599233449,Device: id=0,RX,0,0,0,0,0
1599233450,Device: id=0,RX,0,0,0,0,0
1599233451,Device: id=0,RX,0,0,0,0,0
1599233452,Device: id=0,RX,0,0,0,0,0
1599233453,Device: id=0,RX,0,0,0,0,0
1599233454,Device: id=0,RX,0,0,0,0,0
1599233455,Device: id=0,RX,0,0,0,0,0
1599233456,Device: id=0,RX,0,0,0,0,0
1599233457,Device: id=0,RX,0,0,0,0,0
1599233458,Device: id=0,RX,0,0,0,0,0
1599233459,Device: id=0,RX,0,0,0,0,0
1599233460,Device: id=0,RX,0,0,0,0,0
1599233461,Device: id=0,RX,0,0,0,0,0
1599233462,Device: id=0,RX,0,0,0,0,0
1599233463,Device: id=0,RX,0,0,0,0,0
1599233464,Device: id=0,RX,0,0,0,0,0
1599233465,Device: id=0,RX,0,0,0,0,0
1599233466,Device: id=0,RX,0,0,0,0,0
1599233467,Device: id=0,RX,0,0,0,0,0
1599233468,Device: id=0,RX,0,0,0,0,0
1599233469,Device: id=0,RX,0,0,0,0,0
1599233470,Device: id=0,RX,0,0,0,0,0
1599233471,Device: id=0,RX,0,0,0,0,0
1599233472,Device: id=0,RX,0,0,0,0,0
1599233473,Device: id=0,RX,0,0,0,0,0
1599233474,Device: id=0,RX,0,0,0,0,0
