Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1599232818,Device: id=0,RX,4.5208336361706,9253.4495302232,9976.7829120105,8718627,2231300928
1599232819,Device: id=0,RX,4.5316591779885,9275.4011108901,10000.466579368,13251175,3390953472
1599232820,Device: id=0,RX,4.5316462114951,9275.3907401253,10000.454133964,17783546,4550562752
1599232821,Device: id=0,RX,4.5316618871436,9275.4175890452,10000.483490988,22316247,5710255808
1599232822,Device: id=0,RX,4.531385755767,9274.849835462,9999.8715563847,26848514,6869837504
1599232823,Device: id=0,RX,4.5313570436355,9274.8319942262,9999.8491212079,31380760,8029418944
1599232824,Device: id=0,RX,4.5316434475819,9275.3707817355,10000.433733349,35913585,9189142592
1599232825,Device: id=0,RX,4.531621876161,9275.3768288455,10000.436329031,40446441,10348880448
1599232826,Device: id=0,RX,4.5313738535873,9274.8415542883,9999.8613708623,44978885,11508509440
1599232827,Device: id=0,RX,4.5316655619412,9275.4342309124,10000.500720823,49510651,12667964416
1599232828,Device: id=0,RX,4.5316775578759,9275.4240504783,10000.492459738,54043336,13827650176
1599232829,Device: id=0,RX,4.5313457638338,9274.711804444,9999.7271266574,58575713,14987252992
1599232830,Device: id=0,RX,4.5316729698603,9275.4328191128,10000.50049429,63108174,16146883712
1599232831,Device: id=0,RX,4.5316489212699,9275.3944025911,10000.458229994,67640254,17306418304
1599232832,Device: id=0,RX,4.5316617937247,9275.4333736151,10000.499260611,72173045,18466136384
1599232833,Device: id=0,RX,4.5314112173791,9274.8999674281,9999.9257622088,76705366,19625731648
1599232834,Device: id=0,RX,4.5316404119808,9275.4367463312,10000.499212248,81238195,20785465344
1599232835,Device: id=0,RX,4.5314368226251,9275.0188031277,10000.048694748,85770847,21945153600
1599232836,Device: id=0,RX,4.5313475675796,9274.8416348667,9999.8572456794,90302540,23104597184
1599232837,Device: id=0,RX,4.5316475944377,9275.4042197179,10000.467834828,94835255,24264295808
1599232838,Device: id=0,RX,4.5316601230304,9275.4124389949,10000.47805868,99367098,25423769152
1599232839,Device: id=0,RX,4.5315582779449,9275.2162463119,10000.265570783,99532607,25466113088
