10000 0.01
20000 0.02
30000 0.03
40000 0.0395423076923077
50000 0.0409961538461538
60000 0.0399461538461538
70000 0.03955
80000 0.0406
90000 0.0656961538461538
100000 0.0600576923076923
110000 0.0578192307692308
120000 0.0608846153846154
130000 0.0497307692307692
140000 0.0482384615384615
150000 0.0407038461538462
160000 0.0492153846153846
170000 0.0406961538461538
180000 0.0376384615384615
190000 0.0410038461538462
200000 0.0603461538461539
210000 0.0476
220000 0.114196153846154
230000 0.146107692307692
240000 0.101488461538462
250000 0.0996576923076923
260000 0.0537461538461539
270000 0.0569038461538462
280000 0.0731038461538462
290000 0.0700615384615385
300000 0.0902153846153846
