10000 0.01
20000 0.02
30000 0.03
40000 0.04
50000 0.05
60000 0.06
70000 0.0699961538461538
80000 0.0799884615384615
90000 0.0894653846153846
100000 0.100046153846154
110000 0.109996153846154
120000 0.120046153846154
130000 0.129984615384615
140000 0.140042307692308
150000 0.149976923076923
160000 0.160011538461538
170000 0.169911538461538
180000 0.18
190000 0.190176923076923
200000 0.200188461538462
210000 0.210557692307692
220000 0.219692307692308
230000 0.230053846153846
240000 0.234523076923077
250000 0.246603703703704
260000 0.258803846153846
270000 0.268996153846154
280000 0.280084615384615
290000 0.287419230769231
300000 0.299992307692308
